type,prefix,subset_id,subset_name,subset_types,subset_paths,subset_classes,subset_affects,rule_id,name,class,statement,force,following_information,notes,terms
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,a,"Providers with Class A Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every 3 months.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,b,"Providers with Class B Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every month.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,b,"Providers with Class B Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every month.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,c,"Providers with Class C Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every 14 days.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,c,"Providers with Class C Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every 14 days.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,d,"Providers with Class D Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every 7 days.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PDD,Persistent Drift Detection,d,"Providers with Class D Certifications SHOULD persistently perform vulnerability detection on all information resources that are likely to drift, at least once every 7 days.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,a,"Providers with Class A Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every 6 months.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,a,"Providers with Class A Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every 6 months.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,b,"Providers with Class B Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every 6 months.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,b,"Providers with Class B Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every 6 months.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,c,"Providers with Class C Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every month.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,c,"Providers with Class C Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every month.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,d,"Providers with Class D Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every month.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PCD,Persistently Complete Detection,d,"Providers with Class D Certifications SHOULD persistently perform vulnerability detection on all information resources that are NOT likely to drift, at least once every month.",SHOULD,,,"Drift
Information Resource
Likely
Persistently
Provider
Vulnerability
Vulnerability Detection"
all,VDR,CSO,General Provider Responsibilities,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PVR,Mitigation and Remediation Expectations,a,"Providers with Class A Certifications SHOULD partially mitigate vulnerabilities, fully mitigate vulnerabilities, or remediate vulnerabilities to a lower potential agency impact within the timeframes from evaluation shown below, factoring for the current Potential Agency Impact N-rating, internet reachability, and likely exploitability.",SHOULD,,,"Agency
Fully Mitigated Vulnerability
Likely
Partially Mitigated Vulnerability
Potential Agency Impact
Provider
Remediated Vulnerability
Vulnerability"
all,VDR,TFR,Timeframes,"20x,Rev5","Program,Agency","B,C,D",Providers,VDR-TFR-PVR,Mitigation and Remediation Expectations,a,"Providers with Class A Certifications SHOULD partially mitigate vulnerabilities, fully mitigate vulnerabilities, or remediate vulnerabilities to a lower potential agency impact within the timeframes from evaluation shown below, factoring for the current Potential Agency Impact N-rating, internet reachability, and likely exploitability.",SHOULD,,,"Agency
Fully Mitigated Vulnerability
Likely
Partially Mitigated Vulnerability
Potential Agency Impact
Provider
Remediated Vulnerability
Vulnerability"
